"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vGenColor","vGenItemType","vMetalColor","vSizeType","vKeywords","vSorting","vAggregation","vMaterialDesc","vFeatureDesc","vDetailDesc","itemprice_1","itemprice_2"
"L183180222","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these stud earrings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Studs","Boho Chic","Blue","Earrings","Silver","","Natural, stone, stud, earring, boho, silver",88,"L183180222","Silver toned plating over brass with natural blue agate accents","Surgical Steel Posts | Style # L18318","Designed in the USA",8.25,19.99
"L183180216","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these stud earrings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Studs","Boho Chic","Red","Earrings","Silver","","Natural, stone, stud, earring, boho, silver",88,"L183180222","Silver toned plating over brass with natural red agate accents","Surgical Steel Posts | Style # L18318","Designed in the USA",8.25,19.99
"L183180255","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these stud earrings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Studs","Boho Chic","Purple","Earrings","Silver","","Natural, stone, stud, earring, boho, silver",88,"L183180222","Silver toned plating over brass with natural amethyst accents","Surgical Steel Posts | Style # L18318","Designed in the USA",8.25,19.99
"L183180227","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these stud earrings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Studs","Boho Chic","Black","Earrings","Silver","","Natural, stone, stud, earring, boho, silver",88,"L183180222","Silver toned plating over brass with natural black agate accents","Surgical Steel Posts | Style # L18318","Designed in the USA",8.25,19.99
"L183190120","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable rings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Statement Ring","Boho Chic","Green","Rings","Gold","","Natural, stone, ring, adjustable, gold",89,"L183190222","Gold toned plating over brass with natural green agate accents","Adjustable | Style # L18319","Designed in the USA",8.25,19.99
"L183190126","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable rings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Statement Ring","Boho Chic","Grey","Rings","Gold","","Natural, stone, ring, adjustable, gold",89,"L183190222","Gold toned plating over brass with natural grey agate accents","Adjustable | Style # L18319","Designed in the USA",8.25,19.99
"L183190222","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable rings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Statement Ring","Boho Chic","Blue","Rings","Silver","","Natural, stone, ring, adjustable, silver",89,"L183190222","Silver toned plating over brass with natural blue agate accents","Adjustable | Style # L18319","Designed in the USA",8.25,19.99
"L183190216","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable rings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Statement Ring","Boho Chic","Red","Rings","Silver","","Natural, stone, ring, adjustable, silver",89,"L183190222","Silver toned plating over brass with natural red agate accents","Adjustable | Style # L18319","Designed in the USA",8.25,19.99
"L183190255","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable rings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Statement Ring","Boho Chic","Purple","Rings","Silver","","Natural, stone, ring, adjustable, silver",89,"L183190222","Silver toned plating over brass with natural amethyst accents","Adjustable | Style # L18319","Designed in the USA",8.25,19.99
"L183190227","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable rings a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Elements Statement Ring","Boho Chic","Black","Rings","Silver","","Natural, stone, ring, adjustable, silver",89,"L183190222","Silver toned plating over brass with natural black agate accents","Adjustable | Style # L18319","Designed in the USA",8.25,19.99
"L183200255","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable necklaces a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Element Pendant Necklace","Boho Chic","Purple","Necklaces","Silver","","Natural, stone, necklace, adjustable, chain, tassel, silver",90,"L183200222","Silver toned plating over brass with natural amethyst and glass accents","Adjustable | Drawstring closure | Style # L18320","Designed in the USA",9.5,19.99
"L183200227","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable necklaces a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Element Pendant Necklace","Boho Chic","Black","Necklaces","Silver","","Natural, stone, necklace, adjustable, chain, tassel, silver",90,"L183200222","Silver toned plating over brass with natural black agate and glass accents","Adjustable | Drawstring closure | Style # L18320","Designed in the USA",9.5,19.99
"L183200120","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable necklaces a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Element Pendant Necklace","Boho Chic","Green","Necklaces","Gold","","Natural, stone, necklace, adjustable, chain, tassel, gold",90,"L183200222","Gold toned plating over brass with natural green agate and glass accents","Adjustable | Drawstring closure | Style # L18320","Designed in the USA",9.5,19.99
"L183200126","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable necklaces a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Element Pendant Necklace","Boho Chic","Grey","Necklaces","Gold","","Natural, stone, necklace, adjustable, chain, tassel, gold",90,"L183200222","Gold toned plating over brass with natural grey agate and glass accents","Adjustable | Drawstring closure | Style # L18320","Designed in the USA",9.5,19.99
"L183200222","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable necklaces a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Element Pendant Necklace","Boho Chic","Blue","Necklaces","Silver","","Natural, stone, necklace, adjustable, chain, tassel, silver",90,"L183200222","Silver toned plating over brass with natural blue agate and glass accents","Adjustable | Drawstring closure | Style # L18320","Designed in the USA",9.5,19.99
"L183200216","800","Embrace the free spirit in you! These beauties feature natural stone for a stunning look that is oh-so-boho-chic. Each intricate detail makes these adjustable necklaces a flawless accessory to your everyday wear; adding the perfect bohemian touch.","Raw Element Pendant Necklace","Boho Chic","Red","Necklaces","Silver","","Natural, stone, necklace, adjustable, chain, tassel, silver",90,"L183200222","Silver toned plating over brass with natural red agate and glass accents","Adjustable | Drawstring closure | Style # L18320","Designed in the USA",9.5,19.99
"L183480116","800","Designed with various delicate bead styles in earthy hues, this bracelet is the perfect addition to your wardrobe this season! The brass pull cord closure makes this indie-inspired bracelet a one size fits all style. Stack these up to channel your inner fashionista, or simply wear one solo for a more minimal, yet stylish look!","Adjustable Indie Bracelet","Boho Chic","Maroon","Bracelets","Gold","","Adjustable, rondelle, beads, faceted, leather, pu, colorful, bracelet",211,"L183480114","Gold tone plating over brass with glass crystal accents and leather band","Adjustable | Drawstring closure | Style # L18348","Designed in the USA",7,14.99
