"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vSpecificColor","vGenColor","vGenMaterial","vGenItemType","vShape","vSizeType","vMetalColor","vMetalType","vDimensions","vPcCounts","vKeywords","vOnSale","vFeaturedItem","vSorting","vAggregation","itemprice_1","itemprice_2","quantityonhand","imagefilename","lookAttr","funcAttr","materialAttr"
"63518746","900","These trendy Clear Teardrop Glass Beads will add the perfect touch to any of your creations! Make something uniquely you that stands out in the crowd! Beads are multifunctional - you can use them in all sorts of craft projects; from jewelry, to embellishments, to even sculpture. Get inspired to create!","12pc Clear Teardrop Glass Beads","Beads","Clear","Clear","Glass","Glass Beads","Teardrop",,"Silver","","13x5mm","12pc","Clear, Glass, 13X5Mm, Glass, Beads, Teardrop, Glass, Faceted,","N","N",999999,"",1.99,3.99,2806,"https://www.cousindiy.com/diyimages/63518746.jpg, https://www.cousindiy.com/diyimages/63518746-2.jpg, https://www.cousindiy.com/diyimages/63518746-3.jpg, https://www.cousindiy.com/diyimages/63518746-4.jpg, https://www.cousindiy.com/diyimages/63518746-5.jpg","Beads","Glass Beads","Glass"
"39494206","900","Design truly refined jewelry with this  Floral Leaf Rose Gold Plated Metal Toggle ! Toggles are great for added embellishment and are often the easiest clasp option for necklaces and bracelets. Use them to clasp chain, wire, and thread.  A must-have for jewelry makers! Rose Gold plating is an elegant metal that is always a stand out among trends. To make this ethereal metal last, take care by: gently swabbing with a cotton ball after each wear; soaking it in warm soapy water and pat dry as needed; store separately from other types of metal jewelry, ideally in a plastic bag. Cousin DIY Elegance Rose gold Plating is thicker than most other fashion jewelry options out there, so with proper care, your creations will shine on and on!","1Set  Floral Leaf Rose Gold Plated Metal Toggle","Real and Plated Metals","Rose Gold","Rose Gold","Rose Gold Plated","Clips and Clasps","Floral Leaf",,"Rose Gold","Rose Gold, Copper","","1Set","Toggle, Rose, Gold, Floral, Leaf","N","N",999999,"",2.5,4.99,934,"https://www.cousindiy.com/diyimages/39494206.jpg, https://www.cousindiy.com/diyimages/39494206-2.jpg, https://www.cousindiy.com/diyimages/39494206-3.jpg, https://www.cousindiy.com/diyimages/39494206-4.jpg, https://www.cousindiy.com/diyimages/39494206-5.jpg","Real and Plated Metals","Clips and Clasps","Rose Gold Plated"
"47645548","900","These Beautiful Citrine, Fire opal Pro Foiled Xirius Rose Swarovski 40pc Citrine (22pc 12SS, 10pc 16SS, 8pc 20SS) And 40pc Fire Opal (22pc 12SS, 10pc 16SS, 8pc 20SS) Flat Back Crystals are loose crystal elements backed with platinum foiling for extra brilliance and protection.  They are easy to apply to a variety of carrier materials using standard one- or two-component glues.  It also has the most progressive and unique cut in the market: multilayer cut technology, producing the inspiring XIRIUS star design.","80pc Citrine, Fire opal Pro Foiled Xirius Rose Swarovski Flat Backs","Swarovski","Citrine, Fire Opal Pro Foiled","Yellow","Crystal","Flat Backs","Xirius Rose",,,"","12SS, 16SS, 20SS","80pc","Citrine, Fire, Opal, Pro, Foiled, Crystal, Flatbacks, 2088, Circle, Combo, Mix, Xirius, Rose, Flatbacks","N","N",999999,"",5,9.99,338,"https://www.cousindiy.com/diyimages/47645548.jpg, https://www.cousindiy.com/diyimages/47645548-2.jpg, https://www.cousindiy.com/diyimages/47645548-3.jpg, https://www.cousindiy.com/diyimages/47645548-4.jpg, https://www.cousindiy.com/diyimages/47645548-5.jpg","Swarovski","Flat Backs","Crystal"
"47645567","900","These Beautiful Clear, Jet, Light Siam Pro Foiled Xirius Rose Swarovski 26pc Jet (16pc 12SS, 6pc 16SS, 4pc 20SS), 27pc Clear (17pc 12SS, 6pc 16SS, 4pc 20SS), And 27pc Light Siam (17pc 12SS, 6pc 16SS, 4pc 20SS) Flat Back Crystals are loose crystal elements backed with platinum foiling for extra brilliance and protection.  They are easy to apply to a variety of carrier materials using standard one- or two-component glues.  It also has the most progressive and unique cut in the market: multilayer cut technology, producing the inspiring XIRIUS star design.","80pc Clear, Jet, Light Siam Pro Foiled Xirius Rose Swarovski Flat Backs","Swarovski","Clear, Jet, Light Siam Pro Foiled","Multi","Crystal","Flat Backs","Xirius Rose",,,"","12SS, 16SS, 20SS","80pc","Clear, Jet, Light, Siam, Pro, Foiled, Crystal, Flatbacks, 2088, Circle, Combo, Mix, Xirius, Rose, Flatbacks","N","N",999999,"",5,9.99,397,"https://www.cousindiy.com/diyimages/47645567.jpg, https://www.cousindiy.com/diyimages/47645567-2.jpg, https://www.cousindiy.com/diyimages/47645567-3.jpg, https://www.cousindiy.com/diyimages/47645567-4.jpg, https://www.cousindiy.com/diyimages/47645567-5.jpg","Swarovski","Flat Backs","Crystal"
"39910175","900","These Silver, Sapphire Circle, September Tag Swarovski Charms with crystals from Swarovski® are the ideal collectible pieces. Use them to create a look that is unique to you and mark life’s unforgettable moments. Excellent product quality, great for adding a dazzling accent to jewelry, keys and more, and they have an unmistakable sparkle that catches the eye.","2pc Silver, Sapphire Circle, September Tag Swarovski Charms","Swarovski","Silver, Sapphire","Blue","Crystal, Base Metal","Charms","Circle, September Tag",,"Silver","","16x13x8mm, 15x5x2mm","2pc","Silver, Sapphire, Crystal, Base, Metal, Charms, Chaton, Rivoli, Circle, September, Tag, Clip, On, Charms","N","N",999999,"",3.99,7.99,336,"https://www.cousindiy.com/diyimages/39910175.jpg, https://www.cousindiy.com/diyimages/39910175-2.jpg, https://www.cousindiy.com/diyimages/39910175-3.jpg, https://www.cousindiy.com/diyimages/39910175-4.jpg, https://www.cousindiy.com/diyimages/39910175-5.jpg","Swarovski","Charms","Crystal"
"4949407","900","Design truly refined jewelry with these  Circle Platinum Plated Metal Clasps . They are essential elements in jewelry making. Use it to clasp chain, wire, and thread.  A must-have for jewelry makers! Platinum is a hard metal that is extremely resistant to tarnish and wear and tear. Use to make designs that last, like heirlooms or gifts!","9pc  Circle Platinum Plated Metal Clasps","Real and Plated Metals","Platinum","Silver","Platinum Plated","Clips and Clasps","Circle",,"Silver","Platinum, Copper","6mm","9pc","""Program, #, 34691, 49494-07, 01632156787Elegance, ®, Metals, Platinum, Elegance, ®, 4949407, 9Pc, Platinum, Plate, 6Mm, Spring, Ring, 9, Piece, Platinum, Plate, 6Mm, Spring, Ring, Cousin""","N","N",999999,"",2.5,4.99,525,"https://www.cousindiy.com/diyimages/4949407.jpg, https://www.cousindiy.com/diyimages/4949407-2.jpg, https://www.cousindiy.com/diyimages/4949407-3.jpg, https://www.cousindiy.com/diyimages/4949407-4.jpg, https://www.cousindiy.com/diyimages/4949407-5.jpg","Real and Plated Metals","Clips and Clasps","Platinum Plated"
"49494132","900","Design truly refined jewelry with these  Flower Platinum Plated Metal Ear Posts . Ideal for custom dangle earrings. Don’t forget to pick an earring back style! Platinum is a hard metal that is extremely resistant to tarnish and wear and tear. Use to make designs that last, like heirlooms or gifts!","1Set  Flower Platinum Plated Metal Ear Posts","Real and Plated Metals","Platinum","Silver","Platinum Plated","Earring Findings","Flower",,"Silver","Platinum, Copper","8mm","1Set","""Program, #, 34691, 49494-132, 016321568426, Elegance, ®, Metals, Platinum, Elegance, ®, 49494132, Platinum, Plate, Flower, Stud, W/Clasp, Platinum, Plate, Flower, Stud, Clasp""","N","N",999999,"",2.5,4.99,387,"https://www.cousindiy.com/diyimages/49494132.jpg, https://www.cousindiy.com/diyimages/49494132-2.jpg, https://www.cousindiy.com/diyimages/49494132-3.jpg, https://www.cousindiy.com/diyimages/49494132-4.jpg, https://www.cousindiy.com/diyimages/49494132-5.jpg","Real and Plated Metals","Earring Findings","Platinum Plated"
"4453","900","This   3-in-1 Tool may be the only tool you need for all of your jewelry making. This 3-in-1 Flat Nose Pliers have all the parts you need in one place! These pliers include a round portion, a flat portion, and a cutter portion, and spring leaf action in the handles to reduce fatigue from repetitive use.","1pc   3-In-1 Tool","Tools","Green","Green","Steel","Pliers And Cutters","",,"","Carbon Steel","5x2in","1pc","3In1, Wire, Cutter, Needle, Nose, Pliers, Round, Nose, Pliers,","N","N",999999,"",2,3.99,197,"https://www.cousindiy.com/diyimages/4453.jpg, https://www.cousindiy.com/diyimages/4453-2.jpg, https://www.cousindiy.com/diyimages/4453-3.jpg, https://www.cousindiy.com/diyimages/4453-4.jpg, https://www.cousindiy.com/diyimages/4453-5.jpg","Tools","Pliers And Cutters","Steel"
"47500433","900","Light Siam Shimmer Bicone Swarovski Bicones offer the highest standard available on the market. The high-quality precision cutting and the clear through-hole achieve high brilliance and clarity.  Rounded hole edges reduce the wear on thread and increase the durability of designs. They are available in the latest fashion colors, effects, and cuts.  The main application techniques are beading, wiring, stringing, and weaving.","24pc Light Siam Shimmer Bicone Swarovski Beads","Swarovski","Light Siam Shimmer","Red","Crystal","Bicones","Bicone",,,"","4mm","24pc","Swarovski, Beads, Light Siam, Red, Crystal, Bicones, Glass Beads, 4Mm, 24Pc, Bicones, Glass Beads,","","N",999999,"",0,5.99,391,"https://www.cousindiy.com/diyimages/47500433.jpg, https://www.cousindiy.com/diyimages/47500433-2.jpg, https://www.cousindiy.com/diyimages/47500433-3.jpg, https://www.cousindiy.com/diyimages/47500433-4.jpg, https://www.cousindiy.com/diyimages/47500433-5.jpg","Swarovski","Bicones","Crystal"
"47542193","900","This Clear Ab Leaf Swarovski Pendant has timeless elegance! Pendants offer a whole range of design possibilities for different segments thanks to their easy application, with the top hole requiring only a jump ring/pinch bail with a chain or cord. Due to the diverse range of sizes available, Pendants are ideal for creating jewelry sets such as necklaces, bracelets, and earrings.","1pc Clear Ab Leaf Swarovski Pendant","Swarovski","Clear Ab","Clear","Crystal","Pendants","Leaf",,,"","23mm","1pc","Clear, Ab, Crystal, Pendants, 6734, Leaf, Pendant","N","N",999999,"",4.5,8.99,2043,"https://www.cousindiy.com/diyimages/47542193.jpg, https://www.cousindiy.com/diyimages/47542193-2.jpg, https://www.cousindiy.com/diyimages/47542193-3.jpg, https://www.cousindiy.com/diyimages/47542193-4.jpg, https://www.cousindiy.com/diyimages/47542193-5.jpg","Swarovski","Pendants","Crystal"
"47691124","900","These great Greige Foiled Xirius Rose Swarovski Hotfix Rhinestones are loose crystal elements with a flat reverse side that has been pre-coated with a heat-sensitive glue. These Flat Backs can be easily applied to a large range of textile carrier materials using heat to produce a durable and long-lasting crystal effect.  It has the most progressive and unique cut in the market: multilayer cut technology, producing the inspiring XIRIUS star design.","28pc Greige Foiled Xirius Rose Swarovski Hotfix","Swarovski","Greige Foiled","Grey","Crystal","Hotfix","Xirius Rose",,,"","4mm","28pc","Greige, Foiled, Crystal, Hotfix, 2078, Circle, Xirius, Rose, Hotfix","N","N",999999,"",3,5.99,189,"https://www.cousindiy.com/diyimages/47691124.jpg, https://www.cousindiy.com/diyimages/47691124-2.jpg, https://www.cousindiy.com/diyimages/47691124-3.jpg, https://www.cousindiy.com/diyimages/47691124-4.jpg, https://www.cousindiy.com/diyimages/47691124-5.jpg","Swarovski","Hotfix","Crystal"
"77704342","900","These Rose Gold Double Drilled Column Swarovski Beads offer the highest standard available on the market. The high-quality precision cutting and the clear through-hole achieve high brilliance and clarity.  Rounded hole edges reduce the wear on thread and increase the durability of designs. They are available in the latest fashion colors, effects, and cuts.  The main application techniques are beading, wiring, stringing, and weaving.","2pc Rose Gold Double Drilled Column Swarovski Beads","Swarovski","Rose Gold","Rose Gold","Crystal","Shape Beads","Double Drilled Column",,,"","19x5mm","2pc","Rose, Gold, Crystal, Shape, Beads, 5535, Rectangle, Square, Double, Drilled, Column, Beads","N","N",999999,"",3.75,4.79,112,"https://www.cousindiy.com/diyimages/77704342.jpg, https://www.cousindiy.com/diyimages/77704342-2.jpg, https://www.cousindiy.com/diyimages/77704342-3.jpg, https://www.cousindiy.com/diyimages/77704342-4.jpg, https://www.cousindiy.com/diyimages/77704342-5.jpg","Swarovski","Shape Beads","Crystal"
"47691663","900","These great TANGERINE Xirius Rose Swarovski Hotfix Rhinestones are loose crystal elements with a flat reverse side that has been pre-coated with a heat-sensitive glue. These Flat Backs can be easily applied to a large range of textile carrier materials using heat to produce a durable and long-lasting crystal effect.  It has the most progressive and unique cut in the market: multilayer cut technology, producing the inspiring XIRIUS star design.","60pc TANGERINE Xirius Rose Swarovski Hotfix","Swarovski","Tangerine","Orange","Crystal","Hotfix","Xirius Rose",,,"","16ss","60pc","Swarovski, Appliques, Tangerine, Orange, Crystal, Hotfix, 16Ss, 60Pc, Xirius, Rose, Hotfix, Tangerine","N","N",999999,"",0,9.99,481,"https://www.cousindiy.com/diyimages/47691663.jpg, https://www.cousindiy.com/diyimages/47691663-2.jpg, https://www.cousindiy.com/diyimages/47691663-3.jpg, https://www.cousindiy.com/diyimages/47691663-4.jpg, https://www.cousindiy.com/diyimages/47691663-5.jpg","Swarovski","Hotfix","Crystal"
"39910238","900","This Silver with Light Colorado Circle, November Tag Swarovski Bracelet Base is perfect to make your very own bracelet! You can use a whole range of materials to make your design, from wire wrapping to wrapping with other threads such as ribbon or leather. Experiment by adding in some beads to create a really unique design that will really stand out.","Silver with Light Colorado Circle, November Tag Swarovski Bracelet Base","Swarovski","Silver, Light Colorado","Yellow","Base Metal, Crystal","Bracelets","Circle, November Tag",,"Silver","","16x13x8-15x5x2mm-7.5in","","Swarovski, Jewelry, Bases, Silver, Light, Colorado, Yellow, Base, Metal, Crystal, Bracelets, Silver, 16X13X8-15X5X2Mm-7. 5In, Circle, November, Tag, Bangle, Base, Silver, Light, Colorado","N","N",999999,"",7.99,15.99,222,"https://www.cousindiy.com/diyimages/39910238.jpg, https://www.cousindiy.com/diyimages/39910238-2.jpg, https://www.cousindiy.com/diyimages/39910238-3.jpg, https://www.cousindiy.com/diyimages/39910238-4.jpg, https://www.cousindiy.com/diyimages/39910238-5.jpg","Swarovski","Bracelets","Base Metal"
"37600044","900","Pink   LAURdiy Small Purple Storage allows you to keep your jewelry making supplies organized and easy to access. The dividers are adjustable so you can customize your storage any way to fit your beads, charms, or tools. The small size makes it easy to store and travel with.","1pc Pink  Plastic Storage","LAURdiy","Pink","Pink","Plastic","Organizers","",,,"","17.6x27.4x4.4cmm","1pc","Jewelry, Cousin Diy, Cousin, Youtuber, Storage, Organization, Laurdiy, Lauren, Riihimaki","","N",999999,"",4,7.99,1007,"https://www.cousindiy.com/diyimages/37600044.jpg, https://www.cousindiy.com/diyimages/37600044-2.jpg, https://www.cousindiy.com/diyimages/37600044-3.jpg, https://www.cousindiy.com/diyimages/37600044-4.jpg, https://www.cousindiy.com/diyimages/37600044-5.jpg","LAURdiy","Organizers","Plastic"
