"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vGenColor","vGenItemType","vMetalColor","vSizeType","vMetalType","vKeywords","vOnSale","vFeaturedItem","vSorting","vAggregation","vMaterialDesc","vFeatureDesc","vDetailDesc","itemprice_1","itemprice_2","imagefilename"
"C191012607","400","These dainty studs are so cute it hurts! We love the subtle sparkle that contrasts against oxidized metal, for a perfectly grungy chic vibe. Mix and match pairs depending on your mood - try wearing a mismatched set to be totally on trend!","What a Stud Earring Pack","Grunge Glam","Black","Earrings","Black","","Brass/Surgical Steel","Earrings,","N","Y",345,"C191010109","Oxidized matte black plating over brass with glass crystal accents","Surgical steel posts | Style # C19101","Designed in the USA",12,32.99,"https://www.cosmostylejewelry.com/CosmoImg/C191012607.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191012607-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191012607-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191012607-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191012607-5.JPG"
"C191280109","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy bracelets! Both flexible and adjustable, they're perfect to adding to any #ootd. A mix of dainty crystals and stud accents gives your look that added glam factor. Rock an arm party by choosing one of each color to stack or go solo with one statement bracelet!  Which will you choose?","Simone Stud and Sparkle Flex Bracelet","Grunge Glam","Gold","Bracelets","Gold","","Zinc","Bracelet,","N","Y",315,"C191280109","Oxidized gold tone plating over metal base with glass crystal accents","Adjustable flex design | Style # C19128","7.25""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191280109.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191280109-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191280109-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191280109-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191280109-5.JPG"
"C191280209","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy bracelets! Both flexible and adjustable, they're perfect to adding to any #ootd. A mix of dainty crystals and stud accents gives your look that added glam factor. Rock an arm party by choosing one of each color to stack or go solo with one statement bracelet!  Which will you choose?","Simone Stud and Sparkle Flex Bracelet","Grunge Glam","Silver","Bracelets","Silver","","Zinc","Bracelet,","N","Y",315,"C191280109","Oxidized silver tone plating over metal base with glass crystal accents","Adjustable flex design | Style # C19128","7.25""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191280209.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191280209-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191280209-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191280209-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191280209-5.JPG"
"C191282607","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy bracelets! Both flexible and adjustable, they're perfect to adding to any #ootd. A mix of dainty crystals and stud accents gives your look that added glam factor. Rock an arm party by choosing one of each color to stack or go solo with one statement bracelet!  Which will you choose?","Simone Stud and Sparkle Flex Bracelet","Grunge Glam","Black","Bracelets","Black","","Zinc","Bracelet,","N","Y",315,"C191280109","Oxidized matte black plating over metal base with glass crystal accents","Adjustable flex design | Style # C19128","7.25""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191282607.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191282607-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191282607-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191282607-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191282607-5.JPG"
"C191300101","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy bracelets! Both flexible and adjustable, they're perfect to adding to any #ootd. Streamlined chain accents add that perfectly industrial-chic vibe to your look. Rock an arm party by choosing one of each color to stack or go solo with one statement bracelet!  Which will you choose?","Simone Chain Flex Bracelet","Grunge Glam","Gold","Bracelets","Gold","","Zinc","Bracelet,","N","Y",315,"C191300101","Oxidized gold tone plating over metal base","Adjustable flex design | Style # C19130","7.25""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191300101.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191300101-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191300101-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191300101-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191300101-5.JPG"
"C191300202","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy bracelets! Both flexible and adjustable, they're perfect to adding to any #ootd. Streamlined chain accents add that perfectly industrial-chic vibe to your look. Rock an arm party by choosing one of each color to stack or go solo with one statement bracelet!  Which will you choose?","Simone Chain Flex Bracelet","Grunge Glam","Silver","Bracelets","Silver","","Zinc","Bracelet,","N","Y",315,"C191300101","Oxidized silver tone plating over metal base","Adjustable flex design | Style # C19130","7.25""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191300202.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191300202-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191300202-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191300202-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191300202-5.JPG"
"C191302627","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy bracelets! Both flexible and adjustable, they're perfect to adding to any #ootd. Streamlined chain accents add that perfectly industrial-chic vibe to your look. Rock an arm party by choosing one of each color to stack or go solo with one statement bracelet!  Which will you choose?","Simone Chain Flex Bracelet","Grunge Glam","Black","Bracelets","Black","","Zinc","Bracelet,","N","Y",315,"C191300101","Oxidized matte black plating over metal base","Adjustable flex design | Style # C19130","7.25""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191302627.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191302627-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191302627-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191302627-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191302627-5.JPG"
"C191390109","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy chokers! Both flexible and adjustable, they're perfect to adding to any #ootd. Streamlined crystals add a pop of glitz to your look. Layer a few up for a sparkly statement or go solo for understated elegance.  Which will you choose?","Simone Rhinestone Flex Choker","Grunge Glam","Gold","Necklaces","Gold","","Zinc","Necklace,","N","Y",326,"C191390109","Oxidized gold tone plating over metal base","Adjustable flex design | Style # C19139","14.75""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191390109.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191390109-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191390109-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191390109-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191390109-5.JPG"
"C191390209","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy chokers! Both flexible and adjustable, they're perfect to adding to any #ootd. Streamlined crystals add a pop of glitz to your look. Layer a few up for a sparkly statement or go solo for understated elegance.  Which will you choose?","Simone Rhinestone Flex Choker","Grunge Glam","Silver","Necklaces","Silver","","Zinc","Necklace,","N","Y",326,"C191390109","Oxidized silver tone plating over metal base","Adjustable flex design | Style # C19139","14.75""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191390209.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191390209-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191390209-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191390209-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191390209-5.JPG"
"C191392607","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy chokers! Both flexible and adjustable, they're perfect to adding to any #ootd. Streamlined crystals add a pop of glitz to your look. Layer a few up for a sparkly statement or go solo for understated elegance.  Which will you choose?","Simone Rhinestone Flex Choker","Grunge Glam","Black","Necklaces","Black","","Zinc","Necklace,","N","Y",326,"C191390109","Oxidized matte black plating over metal base","Adjustable flex design | Style # C19139","14.75""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191392607.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191392607-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191392607-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191392607-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191392607-5.JPG"
"C191400109","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy bracelets! Both flexible and adjustable, they're perfect to adding to any #ootd. Streamlined sparkles add a pop of glitz to your look. Rock an arm party by choosing one of each color to stack or go solo with one statement bracelet!  Which will you choose?","Simone Rhinestone Flex Bracelet","Grunge Glam","Gold","Bracelets","Gold","","Zinc","Bracelet,","N","Y",315,"C191400109","Oxidized gold tone plating over metal base","Adjustable flex design | Style # C19140","7.25""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191400109.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191400109-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191400109-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191400109-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191400109-5.JPG"
"C191400209","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy bracelets! Both flexible and adjustable, they're perfect to adding to any #ootd. Streamlined sparkles add a pop of glitz to your look. Rock an arm party by choosing one of each color to stack or go solo with one statement bracelet!  Which will you choose?","Simone Rhinestone Flex Bracelet","Grunge Glam","Silver","Bracelets","Silver","","Zinc","Bracelet,","N","Y",315,"C191400109","Oxidized silver tone plating over metal base","Adjustable flex design | Style # C19140","7.25""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191400209.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191400209-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191400209-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191400209-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191400209-5.JPG"
"C191402607","400","We're currently <i>obsessorizing</i> over these totally stackable, totally trendy bracelets! Both flexible and adjustable, they're perfect to adding to any #ootd. Streamlined sparkles add a pop of glitz to your look. Rock an arm party by choosing one of each color to stack or go solo with one statement bracelet!  Which will you choose?","Simone Rhinestone Flex Bracelet","Grunge Glam","Black","Bracelets","Black","","Zinc","Bracelet,","N","Y",315,"C191400109","Oxidized matte black plating over metal base","Adjustable flex design | Style # C19140","7.25""length | Designed in the USA",12.5,29.99,"https://www.cosmostylejewelry.com/CosmoImg/C191402607.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191402607-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191402607-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191402607-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191402607-5.JPG"
"C191420109","400","All eyes on you! This show stopping statement necklace pairs trending celestial vibes with chunky, industrial-inspired chains for a total glam-meets-grunge look. Let the necklace do the talking here by pairing it with a black minidress and strappy heels and get ready for an amazing night out!","Supernova Statement Necklace","Grunge Glam","Gold","Necklaces","Gold","","Brass","Necklace,","N","Y",327,"C191420109","Oxidized gold tone plating over brass with glass crystal accents","Lobster claw closure | Style # C19142","18.5""length | 3""extender chain | Designed in the USA",21,49.99,"https://www.cosmostylejewelry.com/CosmoImg/C191420109.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191420109-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191420109-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191420109-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191420109-5.JPG"
"C191420209","400","All eyes on you! This show stopping statement necklace pairs trending celestial vibes with chunky, industrial-inspired chains for a total glam-meets-grunge look. Let the necklace do the talking here by pairing it with a black minidress and strappy heels and get ready for an amazing night out!","Supernova Statement Necklace","Grunge Glam","Silver","Necklaces","Silver","","Brass","Necklace,","N","Y",327,"C191420109","Oxidized silver tone plating over brass with glass crystal accents","Lobster claw closure | Style # C19142","18.5""length | 3""extender chain | Designed in the USA",21,49.99,"https://www.cosmostylejewelry.com/CosmoImg/C191420209.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191420209-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191420209-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191420209-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191420209-5.JPG"
"C191820109","400","These beauties pack some serious sparkle in a streamlined, chic bangle. Perfect for stacking, they coordinate with just about every outfit. From a glam night out to weekend brunch with the girls, this bracelet will be your new go-to piece!","Easton Sparkle Hinged Bangle","Grunge Glam","Gold","Bracelets","Gold","","Zinc","Bracelet,","N","Y",316,"C191820109","Oxidized gold tone plating over metal base with glass crystal accents","Magnetic closure | Style # C19182","2.4""x 2""| Designed in the USA",12,32.99,"https://www.cosmostylejewelry.com/CosmoImg/C191820109.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191820109-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191820109-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191820109-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191820109-5.JPG"
"C191820209","400","These beauties pack some serious sparkle in a streamlined, chic bangle. Perfect for stacking, they coordinate with just about every outfit. From a glam night out to weekend brunch with the girls, this bracelet will be your new go-to piece!","Easton Sparkle Hinged Bangle","Grunge Glam","Silver","Bracelets","Silver","","Zinc","Bracelet,","N","Y",316,"C191820109","Oxidized silver tone plating over brass with glass crystal accents","Magnetic closure | Style # C19182","2.4""x 2""| Designed in the USA",12,32.99,"https://www.cosmostylejewelry.com/CosmoImg/C191820209.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191820209-2.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191820209-3.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191820209-4.JPG, https://www.cosmostylejewelry.com/CosmoImg/C191820209-5.JPG"
